tt0040495,Jane Wyman|Lew Ayres|Charles Bickford
tt0040497,Jacques Tati|Guy Decomble|Paul Frankeur
tt0040506,Humphrey Bogart|Edward G. Robinson|Lauren Bacall
tt0040522,Lamberto Maggiorani|Enzo Staiola|Lianella Carell
tt0040525,Rita Hayworth|Orson Welles|Everett Sloane
tt0040613,Cary Grant|Myrna Loy|Melvyn Douglas
tt0040662,Robert Newton|Alec Guinness|Kay Walsh
tt0040724,John Wayne|Montgomery Clift|Joanne Dru
tt0040725,Anton Walbrook|Marius Goring|Moira Shearer
tt0040746,James Stewart|John Dall|Farley Granger
tt0040806,Olivia de Havilland|Mark Stevens|Leo Genn
tt0040823,Barbara Stanwyck|Burt Lancaster|Ann Richards
tt0040876,Lana Turner|Gene Kelly|June Allyson
tt0040897,Humphrey Bogart|Walter Huston|Tim Holt
tt0040919,Edgar Kennedy|Rex Harrison|Linda Darnell|Rudy Vallee|Barbara Lawrence|Kurt Kreuger
tt0041090,Spencer Tracy|Katharine Hepburn|Judy Holliday
tt0041094,Bing Crosby|Basil Rathbone|Eric Blore
tt0041113,Broderick Crawford|John Ireland|Joanne Dru
tt0041190,Jean Simmons|Donald Houston|Susan Stranks
tt0041386,Gary Cooper|Patricia Neal|Raymond Massey
tt0041414,Gaby Morlay|Jean Tissier|Yvonne de Bray
tt0041452,Olivia de Havilland|Montgomery Clift|Ralph Richardson
tt0041497,Preston Foster|Barbara Britton|John Ireland
tt0041498,Cary Grant|Ann Sheridan|Marion Marshall
tt0041509,Danny Kaye|Walter Slezak|Barbara Bates
tt0041546,Dennis Price|Alec Guinness|Valerie Hobson
tt0041587,Jeanne Crain|Linda Darnell|Ann Sothern
tt0041594,June Allyson|Peter Lawford|Margaret O'Brien
tt0041650,Terry Moore|Ben Johnson
tt0041699,Toshirô Mifune|Takashi Shimura|Keiko Awaji
tt0041716,Gene Kelly|Frank Sinatra|Betty Garrett
tt0041841,John Wayne|John Agar|Adele Mara
tt0041842,Georges Hubert
tt0041866,John Wayne|Joanne Dru|John Agar
tt0041959,Orson Welles|Joseph Cotten|Alida Valli
tt0041968,Lizabeth Scott|Don DeFore|Dan Duryea
tt0041996,Gregory Peck|Hugh Marlowe|Gary Merrill
tt0042041,James Cagney|Virginia Mayo|Edmond O'Brien
tt0042192,Bette Davis|Anne Baxter|George Sanders
tt0042200,Betty Hutton|Howard Keel|Louis Calhern
tt0042208,Sterling Hayden|Louis Calhern|Jean Hagen
tt0042276,Judy Holliday|William Holden|Broderick Crawford
tt0042286,James Stewart|Jeff Chandler|Debra Paget
tt0042327,Clifton Webb|Myrna Loy|Jeanne Crain
tt0042332,Ilene Woods|James MacDonald|Eleanor Audley
tt0042369,Edmond O'Brien|Pamela Britton|Luther Adler
tt0042451,Spencer Tracy|Joan Bennett|Elizabeth Taylor
tt0042546,James Stewart|Wallace Ford|William H. Lynn
tt0042593,Humphrey Bogart|Gloria Grahame|Frank Lovejoy
tt0042619,Claude Laydu|Nicole Ladmiral|Jean Riveyre
tt0042646,Deborah Kerr|Stewart Granger|Richard Carlson
tt0042665,Alec Guinness|Beatrice Campbell|Kay Walsh
tt0042804,Alfonso Mejía|Roberto Cobo|Estela Inda
tt0042876,Toshirô Mifune|Machiko Kyô|Masayuki Mori
tt0042895,John Wayne|Maureen O'Hara|Ben Johnson
tt0042994,Marlene Dietrich|Jane Wyman|Richard Todd
tt0043014,William Holden|Gloria Swanson|Erich von Stroheim
tt0043067,Bobby Driscoll|Robert Newton|Basil Sydney
tt0043137,James Stewart|Shelley Winters|Dan Duryea
tt0043147,Leo Genn|David Tomlinson|Anthony Steel
tt0043265,Humphrey Bogart|Katharine Hepburn|Robert Morley
tt0043274,Kathryn Beaumont|Ed Wynn|Richard Haydn
tt0043278,Gene Kelly|Leslie Caron|Oscar Levant
tt0043338,Kirk Douglas|Jan Sterling|Robert Arthur
tt0043362,Michael Redgrave|Jean Kent|Nigel Patrick
tt0043379,Gregory Peck|Virginia Mayo|Robert Beatty
tt0043456,Michael Rennie|Patricia Neal|Hugh Marlowe
tt0043618,David Niven|Vera-Ellen|Cesar Romero
tt0043686,Georges Poujouly|Brigitte Fossey|Amédée
tt0043915,Cary Grant|Jeanne Crain|Finlay Currie
tt0043918,Fernandel|Gino Cervi|Vera Talchi
tt0043924,Montgomery Clift|Elizabeth Taylor|Shelley Winters
tt0043949,Robert Taylor|Deborah Kerr|Leo Genn
tt0043961,Audie Murphy|Bill Mauldin|Douglas Dick
tt0043983,Fred Astaire|Jane Powell|Peter Lawford
tt0044008,Alastair Sim|Jack Warner|Kathleen Harrison
tt0044030,Kathryn Grayson|Ava Gardner|Howard Keel
tt0044079,Farley Granger|Robert Walker|Ruth Roman
tt0044081,Vivien Leigh|Marlon Brando|Kim Hunter
tt0044121,Kenneth Tobey|Margaret Sheridan|James Arness
tt0044207,Richard Derr|Barbara Rush|Peter Hansen
tt0044391,Lana Turner|Kirk Douglas|Walter Pidgeon
tt0044509,Burt Lancaster|Shirley Booth|Terry Moore
tt0044517,James Hayter|Burt Lancaster|Nick Cravat|Eva Bartok
tt0044706,Gary Cooper|Grace Kelly|Thomas Mitchell
tt0044741,Takashi Shimura|Nobuo Kaneko|Shin'ichi Himori
tt0044744,Michael Redgrave|Richard Wattis|Michael Denison
tt0044829,Alec Guinness|Stanley Holloway|Sidney James
tt0044837,Charles Chaplin|Claire Bloom|Nigel Bruce
tt0044876,Alec Guinness|Joan Greenwood|Cecil Parker
tt0044916,Cary Grant|Ginger Rogers|Marilyn Monroe
tt0045012,Spencer Tracy|Katharine Hepburn|Aldo Ray
tt0045061,John Wayne|Maureen O'Hara|Barry Fitzgerald
tt0045081,Fernandel|Gino Cervi|Arturo Bragaglia
tt0045125,Stewart Granger|Janet Leigh|Eleanor Parker
tt0045152,Gene Kelly|Donald O'Connor|Debbie Reynolds
tt0045251,Orson Welles|Micheál MacLiammóir|Robert Coote
tt0045274,Carlo Battisti|Maria Pia Casilio|Lina Gennari
tt0045464,Peter Lind Hayes|Mary Healy|Hans Conried
tt0045537,Fred Astaire|Cyd Charisse|Oscar Levant
tt0045591,Dick Wesson|Doris Day|Howard Keel|Allyn Ann McLerie
tt0045793,Burt Lancaster|Montgomery Clift|Deborah Kerr
tt0045810,Jane Russell|Marilyn Monroe|Charles Coburn
